"sreg","ac_full_type","msn","body_type","type_of_big_part","ori_position","created_on","start_period","end_period","flight_cycle","flight_hour"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,APU,,2020-09-03 23:39:39,2020-08-01 00:00:00,2020-08-31 00:00:00,96,"089:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 1,2020-09-03 23:39:39,2020-08-01 00:00:00,2020-08-31 00:00:00,54,"052:11:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 2,2020-09-03 23:39:39,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,LG,,2020-09-03 23:39:39,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,AIRFRAME,,2020-09-03 23:41:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,APU,,2020-09-03 23:41:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 1,2020-09-03 23:41:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 2,2020-09-03 23:41:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,LG,,2020-09-03 23:41:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,AIRFRAME,,2020-09-03 23:43:59,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,APU,,2020-09-03 23:43:59,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 1,2020-09-03 23:43:59,2020-08-01 00:00:00,2020-08-31 00:00:00,74,"106:47:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 2,2020-09-03 23:43:59,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,LG,,2020-09-03 23:43:59,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,AIRFRAME,,2020-09-03 23:47:43,2020-08-01 00:00:00,2020-08-31 00:00:00,54,"076:54:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,APU,,2020-09-03 23:47:43,2020-08-01 00:00:00,2020-08-31 00:00:00,117,"106:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 1,2020-09-03 23:47:43,2020-08-01 00:00:00,2020-08-31 00:00:00,54,"076:54:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 2,2020-09-03 23:47:43,2020-08-01 00:00:00,2020-08-31 00:00:00,54,"076:54:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,LG,,2020-09-03 23:47:43,2020-08-01 00:00:00,2020-08-31 00:00:00,54,"076:54:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2020-09-03 23:50:36,2020-08-01 00:00:00,2020-08-31 00:00:00,31,"027:57:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2020-09-03 23:50:36,2020-08-01 00:00:00,2020-08-31 00:00:00,50,"048:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2020-09-03 23:50:36,2020-08-01 00:00:00,2020-08-31 00:00:00,31,"027:57:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2020-09-03 23:50:36,2020-08-01 00:00:00,2020-08-31 00:00:00,31,"027:57:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2020-09-03 23:50:36,2020-08-01 00:00:00,2020-08-31 00:00:00,31,"027:57:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,AIRFRAME,,2020-09-04 00:09:51,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"033:21:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,APU,,2020-09-04 00:09:51,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 1,2020-09-04 00:09:51,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"033:21:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 2,2020-09-04 00:09:51,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"033:21:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,LG,,2020-09-04 00:09:51,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"033:21:00"
PK-GAI,ATR72-600,"1191",NB,AIRFRAME,,2020-09-07 16:55:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 1,2020-09-07 16:55:24,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"019:07:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 2,2020-09-07 16:55:24,2020-08-01 00:00:00,2020-08-31 00:00:00,37,"019:07:00"
PK-GAI,ATR72-600,"1191",NB,LG,,2020-09-07 16:55:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,PROPELLER,,2020-09-07 16:55:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,AIRFRAME,,2020-09-07 19:57:09,2020-08-01 00:00:00,2020-08-31 00:00:00,62,"043:39:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,APU,,2020-09-07 19:57:09,2020-08-01 00:00:00,2020-08-31 00:00:00,93,"095:00:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 1,2020-09-07 19:57:09,2020-08-01 00:00:00,2020-08-31 00:00:00,46,"063:48:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 2,2020-09-07 19:57:09,2020-08-01 00:00:00,2020-08-31 00:00:00,62,"043:39:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,LG,,2020-09-07 19:57:09,2020-08-01 00:00:00,2020-08-31 00:00:00,62,"043:39:00"
PK-GAE,ATR72-600,"1149",NB,AIRFRAME,,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 1,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 2,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,N-LG,,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,40,"059:51:00"
PK-GAE,ATR72-600,"1149",NB,RH-LG,,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,PROPELLER,,2020-09-10 14:30:24,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,AIRFRAME,,2020-09-17 18:29:02,2020-08-01 00:00:00,2020-08-31 00:00:00,95,"123:46:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 1,2020-09-17 18:29:02,2020-08-01 00:00:00,2020-08-31 00:00:00,95,"123:46:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 2,2020-09-17 18:29:02,2020-08-01 00:00:00,2020-08-31 00:00:00,4,"003:41:00"
PK-GFR,B737-800NG,"39417",NB,APU,,2020-09-17 18:29:02,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,LG,,2020-09-17 18:29:02,2020-08-01 00:00:00,2020-08-31 00:00:00,95,"123:46:00"
PK-GFV,B737-800NG,"38885",NB,AIRFRAME,,2020-09-17 18:30:58,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,APU,,2020-09-17 18:30:58,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 1,2020-09-17 18:30:58,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 2,2020-09-17 18:30:58,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,LG,,2020-09-17 18:30:58,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,AIRFRAME,,2020-09-17 18:34:22,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,APU,,2020-09-17 18:34:22,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 1,2020-09-17 18:34:22,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 2,2020-09-17 18:34:22,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,LG,,2020-09-17 18:34:22,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,AIRFRAME,,2020-09-17 18:37:09,2020-08-01 00:00:00,2020-08-31 00:00:00,108,"160:57:00"
PK-GFP,B737-800NG,"38821",NB,APU,,2020-09-17 18:37:09,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 1,2020-09-17 18:37:09,2020-08-01 00:00:00,2020-08-31 00:00:00,124,"195:00:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 2,2020-09-17 18:37:09,2020-08-01 00:00:00,2020-08-31 00:00:00,139,"248:47:00"
PK-GFP,B737-800NG,"38821",NB,LG,,2020-09-17 18:37:09,2020-08-01 00:00:00,2020-08-31 00:00:00,108,"160:57:00"
PK-GND,B737-800NG,"41794",NB,AIRFRAME,,2020-09-17 18:39:11,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 1,2020-09-17 18:39:11,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 2,2020-09-17 18:39:11,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,APU,,2020-09-17 18:39:11,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,LG,,2020-09-17 18:39:11,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,AIRFRAME,,2020-09-17 18:41:19,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 1,2020-09-17 18:41:19,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 2,2020-09-17 18:41:19,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,APU,,2020-09-17 18:41:19,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,LG,,2020-09-17 18:41:19,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,AIRFRAME,,2020-09-17 18:42:01,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,APU,,2020-09-17 18:42:01,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,LG,,2020-09-17 18:42:01,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 1,2020-09-17 18:42:01,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 2,2020-09-17 18:42:01,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,AIRFRAME,,2020-09-17 18:42:45,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,APU,,2020-09-17 18:42:45,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,LG,,2020-09-17 18:42:45,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 1,2020-09-17 18:42:45,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 2,2020-09-17 18:42:45,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,AIRFRAME,,2020-09-17 18:43:44,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,APU,,2020-09-17 18:43:44,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 1,2020-09-17 18:43:44,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 2,2020-09-17 18:43:44,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,LG,,2020-09-17 18:43:44,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,AIRFRAME,,2020-09-17 18:44:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-09-17 18:44:36,2020-08-01 00:00:00,2020-08-31 00:00:00,2,"001:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-09-17 18:44:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-09-17 18:44:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-09-17 18:44:36,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,AIRFRAME,,2020-09-17 18:51:08,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,APU,,2020-09-17 18:51:08,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-09-17 18:45:18,2020-09-01 00:00:00,2020-09-30 00:00:00,81,"124:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-09-17 18:45:18,2020-09-01 00:00:00,2020-09-30 00:00:00,20,"113:26:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-09-17 18:45:18,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-09-17 18:45:18,2020-09-01 00:00:00,2020-09-30 00:00:00,20,"113:26:00"
PK-GPV,Airbus 330-300,"1577",WB,LG,,2020-09-17 18:51:08,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 1,2020-09-17 18:51:08,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 2,2020-09-17 18:51:08,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,AIRFRAME,,2020-09-17 18:51:56,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,APU,,2020-09-17 18:51:56,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,LG,,2020-09-17 18:51:56,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 1,2020-09-17 18:51:56,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 2,2020-09-17 18:51:56,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,AIRFRAME,,2020-09-17 18:53:47,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,APU,,2020-09-17 18:53:47,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,LG,,2020-09-17 18:53:47,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 1,2020-09-17 18:53:47,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 2,2020-09-17 18:53:47,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,AIRFRAME,,2020-09-17 18:54:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,APU,,2020-09-17 18:54:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,LG,,2020-09-17 18:54:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 1,2020-09-17 18:54:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 2,2020-09-17 18:54:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,AIRFRAME,,2020-09-17 18:55:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,APU,,2020-09-17 18:55:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,LG,,2020-09-17 18:55:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 1,2020-09-17 18:55:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 2,2020-09-17 18:55:38,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,AIRFRAME,,2020-09-17 18:56:14,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,APU,,2020-09-17 18:56:14,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,LG,,2020-09-17 18:56:14,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 1,2020-09-17 18:56:14,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 2,2020-09-17 18:56:14,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,AIRFRAME,,2020-09-17 18:56:55,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,APU,,2020-09-17 18:56:55,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 1,2020-09-17 18:56:55,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 2,2020-09-17 18:56:55,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,LG,,2020-09-17 18:56:55,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,AIRFRAME,,2020-09-17 18:57:50,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,APU,,2020-09-17 18:57:50,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,ENGINE,Pos 1,2020-09-17 18:57:50,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,ENGINE,Pos 2,2020-09-17 18:57:50,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,LG,,2020-09-17 18:57:50,2020-08-01 00:00:00,2020-08-31 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,AIRFRAME,,2020-10-04 15:33:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,ENGINE,Pos 2,2020-10-04 15:33:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,ENGINE,Pos 1,2020-10-04 15:33:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,LG,,2020-10-04 15:33:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAC,ATR72-600,"1132",NB,PROPELLER,,2020-10-04 15:33:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAD,ATR72-600,"1140",NB,AIRFRAME,,2020-10-04 15:38:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAD,ATR72-600,"1140",NB,ENGINE,Pos 1,2020-10-04 15:38:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAD,ATR72-600,"1140",NB,ENGINE,Pos 2,2020-10-04 15:38:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAD,ATR72-600,"1140",NB,LG,,2020-10-04 15:38:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAD,ATR72-600,"1140",NB,PROPELLER,,2020-10-04 15:38:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,AIRFRAME,,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 1,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 2,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,N-LG,,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAE,ATR72-600,"1149",NB,RH-LG,,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,PROPELLER,,2020-10-04 15:45:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,AIRFRAME,,2020-10-04 15:48:16,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 1,2020-10-04 15:48:16,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 2,2020-10-04 15:48:16,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,LG,,2020-10-04 15:48:16,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,PROPELLER,,2020-10-04 15:48:16,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,AIRFRAME,,2020-10-04 15:51:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 1,2020-10-04 15:51:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 2,2020-10-04 15:51:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,LG,,2020-10-04 15:51:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,PROPELLER,,2020-10-04 15:51:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,AIRFRAME,,2020-10-04 15:55:27,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 1,2020-10-04 15:55:27,2020-09-01 00:00:00,2020-09-30 00:00:00,87,"047:16:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 2,2020-10-04 15:55:27,2020-09-01 00:00:00,2020-09-30 00:00:00,87,"047:16:00"
PK-GAI,ATR72-600,"1191",NB,LG,,2020-10-04 15:55:27,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,PROPELLER,,2020-10-04 15:55:27,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,AIRFRAME,,2020-10-04 15:57:48,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 1,2020-10-04 15:57:48,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 2,2020-10-04 15:57:48,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
